OrderID,CustomerID,OrderDate,Quantity,ItemPrice,TotalAmount,OrderMonth,CohortMonth
ORD-52452,CUST-1807,2025-08-08 16:20:00,4,92.82,371.28,2025-08,2025-03
ORD-52453,CUST-1301,2025-06-25 11:10:00,4,41.65,166.6,2025-06,2025-03
ORD-52454,CUST-1407,2025-02-24 22:39:00,3,26.99,80.97,2025-02,2025-01
ORD-52455,CUST-1805,2025-11-22 09:45:00,3,91.01,273.03,2025-11,2025-01
ORD-52456,CUST-1424,2025-06-14 07:34:00,5,112.77,563.85,2025-06,2025-03
ORD-52457,CUST-1394,2025-04-05 13:49:00,5,104.98,524.9,2025-04,2025-01
ORD-52458,CUST-1395,2025-01-17 12:39:00,3,60.32,180.96,2025-01,2025-01
ORD-52459,CUST-1084,2025-01-06 12:00:00,4,44.59,178.36,2025-01,2025-01
ORD-52460,CUST-1791,2025-11-30 07:19:00,5,18.38,91.9,2025-11,2025-02
ORD-52461,CUST-1646,2025-02-26 19:00:00,5,133.39,666.95,2025-02,2025-01
ORD-52462,CUST-1996,2025-05-25 12:48:00,2,6.74,13.48,2025-05,2025-05
ORD-52463,CUST-1487,2025-01-01 17:12:00,1,36.75,36.75,2025-01,2025-01
ORD-52464,CUST-1024,2025-07-11 18:16:00,3,33.52,100.56,2025-07,2025-01
ORD-52465,CUST-1146,2025-02-10 12:35:00,3,71.85,215.55,2025-02,2025-02
ORD-52466,CUST-1933,2025-05-18 09:39:00,1,149.07,149.07,2025-05,2025-03
ORD-52467,CUST-1408,2025-10-08 12:25:00,2,131.8,263.6,2025-10,2025-02
ORD-52468,CUST-1976,2025-09-14 23:26:00,3,29.32,87.96,2025-09,2025-03
ORD-52469,CUST-1408,2025-05-10 22:04:00,5,101.07,505.35,2025-05,2025-02
ORD-52470,CUST-1379,2025-04-12 02:25:00,1,124.23,124.23,2025-04,2025-04
ORD-52472,CUST-1773,2025-09-02 15:54:00,3,28.7,86.1,2025-09,2025-04
ORD-52473,CUST-1067,2025-01-29 02:51:00,1,118.7,118.7,2025-01,2025-01
ORD-52475,CUST-1718,2025-11-10 22:06:00,1,46.06,46.06,2025-11,2025-01
ORD-52476,CUST-1670,2025-06-08 16:52:00,5,148.36,741.8,2025-06,2025-06
ORD-52477,CUST-1745,2025-07-11 10:30:00,2,46.79,93.58,2025-07,2025-02
ORD-52478,CUST-1676,2025-10-27 08:34:00,2,110.62,221.24,2025-10,2025-01
ORD-52480,CUST-1016,2025-04-27 16:54:00,1,73.88,73.88,2025-04,2025-03
ORD-52481,CUST-1583,2025-10-26 09:25:00,4,130.4,521.6,2025-10,2025-06
ORD-52482,CUST-1113,2025-11-12 04:18:00,2,30.86,61.72,2025-11,2025-08
ORD-52483,CUST-1852,2025-10-18 09:37:00,4,59.39,237.56,2025-10,2025-02
ORD-52484,CUST-1283,2025-04-02 10:02:00,1,50.9,50.9,2025-04,2025-01
ORD-52485,CUST-1935,2025-09-27 23:10:00,5,147.59,737.95,2025-09,2025-04
ORD-52486,CUST-1660,2025-12-21 18:29:00,1,9.47,9.47,2025-12,2025-01
ORD-52488,CUST-1787,2025-04-18 09:40:00,1,136.65,136.65,2025-04,2025-04
ORD-52489,CUST-1142,2025-11-24 15:43:00,1,140.98,140.98,2025-11,2025-03
ORD-52490,CUST-1278,2025-12-07 21:15:00,3,127.24,381.72,2025-12,2025-03
ORD-52492,CUST-1195,2025-08-08 09:01:00,4,35.78,143.12,2025-08,2025-04
ORD-52493,CUST-1382,2025-02-24 06:01:00,3,75.83,227.49,2025-02,2025-01
ORD-52494,CUST-1332,2025-12-26 23:48:00,3,73.34,220.02,2025-12,2025-02
ORD-52495,CUST-1369,2025-04-09 08:26:00,1,138.86,138.86,2025-04,2025-03
ORD-52496,CUST-1073,2025-07-06 19:32:00,3,64.12,192.36,2025-07,2025-02
ORD-52497,CUST-1981,2025-01-05 13:55:00,1,15.25,15.25,2025-01,2025-01
ORD-52498,CUST-1955,2025-04-30 22:51:00,1,30.27,30.27,2025-04,2025-02
ORD-52499,CUST-1934,2025-11-06 05:07:00,3,124.97,374.91,2025-11,2025-02
ORD-52500,CUST-1071,2025-01-13 07:59:00,2,72.86,145.72,2025-01,2025-01
ORD-52501,CUST-1780,2025-03-13 02:25:00,3,10.65,31.95,2025-03,2025-01
ORD-52502,CUST-1845,2025-10-20 15:21:00,5,11.12,55.6,2025-10,2025-04
ORD-52504,CUST-1902,2025-05-02 16:40:00,5,54.01,270.05,2025-05,2025-01
ORD-52505,CUST-1806,2025-09-04 23:41:00,4,12.17,48.68,2025-09,2025-08
ORD-52506,CUST-1536,2025-08-17 05:56:00,3,56.81,170.43,2025-08,2025-01
ORD-52507,CUST-1539,2025-01-06 21:25:00,5,146.61,733.05,2025-01,2025-01
ORD-52508,CUST-1566,2025-12-07 17:22:00,3,103.39,310.17,2025-12,2025-01
ORD-52509,CUST-1177,2025-10-23 18:05:00,5,126.33,631.65,2025-10,2025-08
ORD-52511,CUST-1580,2025-09-11 01:06:00,1,51.76,51.76,2025-09,2025-04
ORD-52512,CUST-1362,2025-11-21 21:42:00,3,133.25,399.75,2025-11,2025-01
ORD-52513,CUST-1407,2025-08-03 18:59:00,3,82.87,248.61,2025-08,2025-01
ORD-52514,CUST-1970,2025-09-30 22:18:00,3,52.59,157.77,2025-09,2025-01
ORD-52515,CUST-1041,2025-03-24 14:52:00,5,115.67,578.35,2025-03,2025-03
ORD-52516,CUST-1892,2025-08-05 06:38:00,5,24.08,120.4,2025-08,2025-04
ORD-52517,CUST-1465,2025-08-01 03:12:00,3,14.44,43.32,2025-08,2025-01
ORD-52518,CUST-1760,2025-11-06 16:19:00,4,74.29,297.16,2025-11,2025-06
ORD-52519,CUST-1112,2025-12-29 12:15:00,1,89.01,89.01,2025-12,2025-04
ORD-52520,CUST-1199,2025-04-15 20:59:00,3,63.85,191.55,2025-04,2025-04
ORD-52521,CUST-1536,2025-05-22 14:34:00,4,33.98,135.92,2025-05,2025-01
ORD-52522,CUST-1447,2025-06-06 13:17:00,2,7.99,15.98,2025-06,2025-02
ORD-52523,CUST-1948,2025-06-15 15:38:00,3,130.35,391.05,2025-06,2025-02
ORD-52524,CUST-1593,2025-09-27 04:13:00,4,8.05,32.2,2025-09,2025-02
ORD-52525,CUST-1025,2025-05-27 14:21:00,3,146.63,439.89,2025-05,2025-03
ORD-52526,CUST-1696,2025-11-27 20:29:00,2,47.32,94.64,2025-11,2025-02
ORD-52527,CUST-1509,2025-12-01 10:22:00,1,110.03,110.03,2025-12,2025-01
ORD-52528,CUST-1263,2025-10-06 16:49:00,5,10.03,50.15,2025-10,2025-02
ORD-52529,CUST-1681,2025-11-17 22:15:00,4,108.61,434.44,2025-11,2025-02
ORD-52530,CUST-1656,2025-03-02 16:51:00,2,5.83,11.66,2025-03,2025-01
ORD-52531,CUST-1426,2025-07-20 21:38:00,4,133.38,533.52,2025-07,2025-04
ORD-52532,CUST-1011,2025-09-05 17:46:00,5,17.45,87.25,2025-09,2025-02
ORD-52533,CUST-1409,2025-06-12 14:34:00,1,59.78,59.78,2025-06,2025-06
ORD-52534,CUST-1149,2025-03-07 19:25:00,5,140.54,702.7,2025-03,2025-03
ORD-52535,CUST-1202,2025-01-18 19:47:00,5,22.35,111.75,2025-01,2025-01
ORD-52536,CUST-1006,2025-04-16 04:16:00,4,103.43,413.72,2025-04,2025-04
ORD-52538,CUST-1629,2025-10-01 14:18:00,5,136.38,681.9,2025-10,2025-04
ORD-52539,CUST-1237,2025-09-26 11:30:00,2,140.44,280.88,2025-09,2025-01
ORD-52540,CUST-1276,2025-06-24 07:00:00,4,121.43,485.72,2025-06,2025-02
ORD-52541,CUST-1063,2025-05-31 15:19:00,4,117.79,471.16,2025-05,2025-05
ORD-52542,CUST-1123,2025-07-27 09:35:00,1,37.62,37.62,2025-07,2025-07
ORD-52544,CUST-1621,2025-06-11 18:51:00,2,66.42,132.84,2025-06,2025-05
ORD-52545,CUST-1761,2025-04-21 07:22:00,2,72.15,144.3,2025-04,2025-04
ORD-52546,CUST-1345,2025-06-04 00:02:00,5,6.83,34.15,2025-06,2025-01
ORD-52547,CUST-1708,2025-02-11 02:27:00,3,134.85,404.55,2025-02,2025-02
ORD-52548,CUST-1728,2025-07-24 04:22:00,1,37.75,37.75,2025-07,2025-01
ORD-52549,CUST-1295,2025-04-27 04:57:00,2,40.27,80.54,2025-04,2025-01
ORD-52550,CUST-1494,2025-04-28 09:28:00,1,52.17,52.17,2025-04,2025-02
ORD-52551,CUST-1203,2025-12-18 02:28:00,4,77.71,310.84,2025-12,2025-03
ORD-52553,CUST-1443,2025-08-11 23:24:00,5,44.91,224.55,2025-08,2025-08
ORD-52554,CUST-1421,2025-05-24 23:19:00,1,144.7,144.7,2025-05,2025-01
ORD-52556,CUST-1656,2025-01-05 01:23:00,3,62.02,186.06,2025-01,2025-01
ORD-52557,CUST-1594,2025-09-16 14:37:00,4,75.51,302.04,2025-09,2025-01
ORD-52558,CUST-1320,2025-08-01 03:27:00,4,76.26,305.04,2025-08,2025-01
ORD-52559,CUST-1978,2025-03-20 04:21:00,2,108.48,216.96,2025-03,2025-02
ORD-52560,CUST-1179,2025-04-09 20:16:00,4,137.07,548.28,2025-04,2025-04
ORD-52561,CUST-1523,2025-11-17 21:44:00,5,21.04,105.2,2025-11,2025-02
ORD-52562,CUST-1448,2025-06-02 17:44:00,2,137.77,275.54,2025-06,2025-01
ORD-52563,CUST-1812,2025-05-27 13:51:00,5,91.95,459.75,2025-05,2025-03
ORD-52564,CUST-1464,2025-07-13 08:55:00,4,116.35,465.4,2025-07,2025-05
ORD-52565,CUST-1979,2025-01-09 04:28:00,2,16.17,32.34,2025-01,2025-01
ORD-52566,CUST-1719,2025-02-23 05:47:00,2,44.41,88.82,2025-02,2025-01
ORD-52567,CUST-1249,2025-07-12 04:28:00,5,39.13,195.65,2025-07,2025-01
ORD-52568,CUST-1724,2025-01-06 16:28:00,5,114.08,570.4,2025-01,2025-01
ORD-52569,CUST-1110,2025-09-08 06:29:00,1,118.08,118.08,2025-09,2025-01
ORD-52570,CUST-1285,2025-10-07 01:14:00,3,58.95,176.85,2025-10,2025-01
ORD-52571,CUST-1292,2025-08-04 01:11:00,2,70.87,141.74,2025-08,2025-08
ORD-52573,CUST-1998,2025-10-16 02:25:00,2,106.34,212.68,2025-10,2025-01
ORD-52575,CUST-1930,2025-01-05 11:23:00,1,135.41,135.41,2025-01,2025-01
ORD-52576,CUST-1933,2025-03-07 21:00:00,4,107.39,429.56,2025-03,2025-03
ORD-52577,CUST-1761,2025-09-17 22:19:00,4,18.91,75.64,2025-09,2025-04
ORD-52578,CUST-1680,2025-07-25 13:42:00,3,37.94,113.82,2025-07,2025-07
ORD-52579,CUST-1644,2025-05-10 21:50:00,1,131.61,131.61,2025-05,2025-01
ORD-52580,CUST-1241,2025-01-04 22:17:00,4,46.46,185.84,2025-01,2025-01
ORD-52581,CUST-1611,2025-01-20 03:14:00,1,9.74,9.74,2025-01,2025-01
ORD-52582,CUST-1767,2025-08-06 11:01:00,2,77.72,155.44,2025-08,2025-04
ORD-52583,CUST-1600,2025-10-06 19:24:00,4,110.53,442.12,2025-10,2025-01
ORD-52584,CUST-1729,2025-01-20 04:50:00,3,123.23,369.69,2025-01,2025-01
ORD-52585,CUST-1894,2025-01-01 04:20:00,2,24.34,48.68,2025-01,2025-01
ORD-52586,CUST-1034,2025-03-27 10:35:00,3,94.24,282.72,2025-03,2025-03
ORD-52587,CUST-1327,2025-02-28 21:19:00,1,66.64,66.64,2025-02,2025-01
ORD-52588,CUST-1192,2025-05-19 06:51:00,5,10.08,50.4,2025-05,2025-01
ORD-52590,CUST-1217,2025-07-19 10:43:00,2,55.01,110.02,2025-07,2025-01
ORD-52591,CUST-1270,2025-09-20 23:59:00,5,83.8,419.0,2025-09,2025-02
ORD-52592,CUST-1582,2025-01-08 09:52:00,1,66.58,66.58,2025-01,2025-01
ORD-52593,CUST-1878,2025-08-17 11:36:00,3,57.61,172.83,2025-08,2025-01
ORD-52595,CUST-1822,2025-10-25 05:33:00,3,109.64,328.92,2025-10,2025-03
ORD-52596,CUST-1689,2025-07-04 13:25:00,5,47.27,236.35,2025-07,2025-05
ORD-52597,CUST-1658,2025-01-23 00:32:00,4,59.41,237.64,2025-01,2025-01
ORD-52598,CUST-1088,2025-03-28 12:54:00,3,63.53,190.59,2025-03,2025-01
ORD-52599,CUST-1444,2025-02-19 10:48:00,3,51.98,155.94,2025-02,2025-01
ORD-52600,CUST-1224,2025-08-11 01:16:00,1,148.48,148.48,2025-08,2025-02
ORD-52601,CUST-1312,2025-03-18 15:15:00,5,98.93,494.65,2025-03,2025-01
ORD-52602,CUST-1861,2025-09-22 16:23:00,1,60.3,60.3,2025-09,2025-01
ORD-52603,CUST-1836,2025-08-26 05:02:00,3,108.57,325.71,2025-08,2025-02
ORD-52604,CUST-1053,2025-01-19 06:06:00,2,31.38,62.76,2025-01,2025-01
ORD-52605,CUST-1646,2025-12-07 00:24:00,5,72.2,361.0,2025-12,2025-01
ORD-52606,CUST-1362,2025-02-01 02:48:00,1,44.15,44.15,2025-02,2025-01
ORD-52607,CUST-1835,2025-08-05 01:34:00,3,80.18,240.54,2025-08,2025-02
ORD-52608,CUST-1024,2025-01-06 04:06:00,5,26.43,132.15,2025-01,2025-01
ORD-52609,CUST-1995,2025-08-14 14:33:00,2,60.15,120.3,2025-08,2025-04
ORD-52610,CUST-1512,2025-01-28 17:17:00,4,134.89,539.56,2025-01,2025-01
ORD-52611,CUST-1835,2025-02-13 05:31:00,5,13.6,68.0,2025-02,2025-02
ORD-52612,CUST-1605,2025-12-01 02:54:00,2,146.53,293.06,2025-12,2025-03
ORD-52613,CUST-1047,2025-04-05 13:26:00,4,146.53,586.12,2025-04,2025-01
ORD-52615,CUST-1584,2025-05-27 07:13:00,3,91.5,274.5,2025-05,2025-02
ORD-52616,CUST-1068,2025-11-26 22:11:00,2,100.01,200.02,2025-11,2025-03
ORD-52617,CUST-1956,2025-01-22 04:04:00,4,78.44,313.76,2025-01,2025-01
ORD-52618,CUST-1475,2025-05-26 15:47:00,3,110.34,331.02,2025-05,2025-02
ORD-52619,CUST-1464,2025-05-15 14:44:00,4,48.07,192.28,2025-05,2025-05
ORD-52620,CUST-1113,2025-11-15 22:02:00,2,104.05,208.1,2025-11,2025-08
ORD-52621,CUST-1211,2025-09-16 09:10:00,5,132.65,663.25,2025-09,2025-03
ORD-52622,CUST-1523,2025-05-06 04:54:00,1,108.39,108.39,2025-05,2025-02
ORD-52623,CUST-1044,2025-12-05 00:27:00,5,136.82,684.1,2025-12,2025-03
ORD-52624,CUST-1390,2025-12-20 00:35:00,5,96.65,483.25,2025-12,2025-04
ORD-52625,CUST-1058,2025-01-27 18:10:00,1,31.97,31.97,2025-01,2025-01
ORD-52626,CUST-1306,2025-09-29 17:48:00,2,85.82,171.64,2025-09,2025-03
ORD-52627,CUST-1418,2025-02-27 08:55:00,1,52.34,52.34,2025-02,2025-01
ORD-52628,CUST-1295,2025-01-06 17:12:00,4,139.24,556.96,2025-01,2025-01
ORD-52629,CUST-1071,2025-02-19 20:38:00,5,8.6,43.0,2025-02,2025-01
ORD-52630,CUST-1255,2025-05-14 03:08:00,3,142.48,427.44,2025-05,2025-05
ORD-52631,CUST-1922,2025-12-01 12:31:00,2,16.44,32.88,2025-12,2025-06
ORD-52632,CUST-1347,2025-05-09 06:32:00,1,40.87,40.87,2025-05,2025-04
ORD-52633,CUST-1895,2025-01-09 18:09:00,1,34.48,34.48,2025-01,2025-01
ORD-52634,CUST-1187,2025-10-17 01:04:00,5,58.6,293.0,2025-10,2025-01
ORD-52635,CUST-1473,2025-04-06 08:14:00,2,133.04,266.08,2025-04,2025-01
ORD-52636,CUST-1000,2025-05-02 09:56:00,4,107.14,428.56,2025-05,2025-05
ORD-52637,CUST-1342,2025-02-16 02:15:00,4,132.4,529.6,2025-02,2025-02
ORD-52638,CUST-1103,2025-05-04 16:06:00,2,22.18,44.36,2025-05,2025-03
ORD-52639,CUST-1782,2025-01-14 00:01:00,2,63.6,127.2,2025-01,2025-01
ORD-52640,CUST-1347,2025-04-01 18:21:00,4,68.0,272.0,2025-04,2025-04
ORD-52641,CUST-1559,2025-05-17 13:14:00,2,103.49,206.98,2025-05,2025-01
ORD-52642,CUST-1842,2025-10-14 18:37:00,3,40.33,120.99,2025-10,2025-01
ORD-52644,CUST-1791,2025-05-08 23:03:00,1,148.26,148.26,2025-05,2025-02
ORD-52645,CUST-1682,2025-01-07 15:12:00,5,94.01,470.05,2025-01,2025-01
ORD-52646,CUST-1176,2025-09-12 11:24:00,1,81.05,81.05,2025-09,2025-09
ORD-52647,CUST-1538,2025-01-31 06:52:00,3,82.54,247.62,2025-01,2025-01
ORD-52648,CUST-1260,2025-07-25 14:38:00,4,49.8,199.2,2025-07,2025-06
ORD-52649,CUST-1253,2025-07-18 10:07:00,3,143.06,429.18,2025-07,2025-03
ORD-52650,CUST-1834,2025-04-29 13:43:00,4,71.91,287.64,2025-04,2025-04
ORD-52651,CUST-1171,2025-12-27 00:24:00,3,52.59,157.77,2025-12,2025-04
ORD-52652,CUST-1116,2025-12-13 04:34:00,1,72.52,72.52,2025-12,2025-09
ORD-52654,CUST-1106,2025-05-21 21:35:00,1,6.14,6.14,2025-05,2025-02
ORD-52655,CUST-1120,2025-11-25 05:05:00,2,89.7,179.4,2025-11,2025-04
ORD-52656,CUST-1158,2025-08-09 13:49:00,3,131.26,393.78,2025-08,2025-03
ORD-52657,CUST-1591,2025-07-07 15:33:00,3,143.69,431.07,2025-07,2025-03
ORD-52658,CUST-1777,2025-04-17 00:42:00,4,33.75,135.0,2025-04,2025-02
ORD-52659,CUST-1846,2025-05-27 03:17:00,2,118.53,237.06,2025-05,2025-05
ORD-52660,CUST-1561,2025-02-04 15:58:00,4,116.36,465.44,2025-02,2025-02
ORD-52661,CUST-1796,2025-08-10 01:44:00,4,20.89,83.56,2025-08,2025-03
ORD-52662,CUST-1217,2025-08-26 17:05:00,1,91.63,91.63,2025-08,2025-01
ORD-52663,CUST-1418,2025-07-12 04:29:00,4,27.18,108.72,2025-07,2025-01
ORD-52664,CUST-1861,2025-01-25 23:33:00,3,89.54,268.62,2025-01,2025-01
ORD-52666,CUST-1277,2025-05-27 09:44:00,1,82.02,82.02,2025-05,2025-02
ORD-52667,CUST-1088,2025-11-24 09:47:00,2,20.9,41.8,2025-11,2025-01
ORD-52669,CUST-1998,2025-03-01 17:07:00,1,97.9,97.9,2025-03,2025-01
ORD-52670,CUST-1002,2025-11-02 02:21:00,3,91.71,275.13,2025-11,2025-04
ORD-52671,CUST-1342,2025-05-24 05:14:00,4,93.28,373.12,2025-05,2025-02
ORD-52672,CUST-1468,2025-06-21 21:36:00,1,18.98,18.98,2025-06,2025-05
ORD-52673,CUST-1409,2025-10-31 07:24:00,5,71.13,355.65,2025-10,2025-06
ORD-52675,CUST-1690,2025-03-22 00:56:00,4,128.35,513.4,2025-03,2025-03
ORD-52676,CUST-1177,2025-12-15 23:25:00,5,93.96,469.8,2025-12,2025-08
ORD-52677,CUST-1575,2025-07-16 15:04:00,3,56.33,168.99,2025-07,2025-02
ORD-52678,CUST-1386,2025-06-25 10:28:00,1,104.35,104.35,2025-06,2025-02
ORD-52679,CUST-1223,2025-11-20 14:30:00,1,139.17,139.17,2025-11,2025-04
ORD-52680,CUST-1627,2025-04-17 23:01:00,5,52.49,262.45,2025-04,2025-01
ORD-52681,CUST-1637,2025-12-10 08:12:00,2,20.2,40.4,2025-12,2025-02
ORD-52682,CUST-1924,2025-02-09 21:13:00,3,90.71,272.13,2025-02,2025-01
ORD-52683,CUST-1533,2025-02-05 17:45:00,4,112.89,451.56,2025-02,2025-02
ORD-52684,CUST-1446,2025-01-06 16:30:00,3,138.46,415.38,2025-01,2025-01
ORD-52685,CUST-1946,2025-04-20 04:26:00,3,89.52,268.56,2025-04,2025-02
ORD-52686,CUST-1867,2025-02-19 06:06:00,5,112.26,561.3,2025-02,2025-01
ORD-52687,CUST-1308,2025-12-14 01:29:00,5,36.87,184.35,2025-12,2025-03
ORD-52688,CUST-1509,2025-08-12 17:25:00,2,12.9,25.8,2025-08,2025-01
ORD-52689,CUST-1184,2025-08-15 07:55:00,4,8.67,34.68,2025-08,2025-02
ORD-52690,CUST-1517,2025-08-17 04:01:00,1,34.43,34.43,2025-08,2025-03
ORD-52691,CUST-1042,2025-10-18 04:18:00,3,146.07,438.21,2025-10,2025-10
ORD-52692,CUST-1850,2025-10-18 14:36:00,1,122.4,122.4,2025-10,2025-01
ORD-52693,CUST-1715,2025-07-02 08:45:00,5,90.3,451.5,2025-07,2025-01
ORD-52694,CUST-1278,2025-04-21 02:13:00,1,82.8,82.8,2025-04,2025-03
ORD-52695,CUST-1745,2025-08-08 12:07:00,1,86.44,86.44,2025-08,2025-02
ORD-52696,CUST-1034,2025-06-10 04:28:00,2,83.09,166.18,2025-06,2025-03
ORD-52697,CUST-1048,2025-05-15 13:59:00,4,27.06,108.24,2025-05,2025-05
ORD-52698,CUST-1117,2025-06-10 19:34:00,5,81.53,407.65,2025-06,2025-05
ORD-52699,CUST-1700,2025-12-24 01:48:00,4,79.16,316.64,2025-12,2025-03
ORD-52700,CUST-1456,2025-02-23 06:47:00,1,52.64,52.64,2025-02,2025-02
ORD-52701,CUST-1649,2025-10-31 22:58:00,4,63.62,254.48,2025-10,2025-06
ORD-52702,CUST-1735,2025-08-19 03:24:00,1,62.2,62.2,2025-08,2025-01
ORD-52703,CUST-1096,2025-11-08 17:11:00,5,94.32,471.6,2025-11,2025-02
ORD-52704,CUST-1174,2025-08-31 02:41:00,5,48.26,241.3,2025-08,2025-02
ORD-52705,CUST-1955,2025-07-10 15:10:00,5,127.1,635.5,2025-07,2025-02
ORD-52706,CUST-1360,2025-04-09 13:16:00,1,30.03,30.03,2025-04,2025-01
ORD-52707,CUST-1691,2025-08-07 20:52:00,4,70.71,282.84,2025-08,2025-01
ORD-52708,CUST-1175,2025-08-18 22:57:00,3,16.89,50.67,2025-08,2025-02
ORD-52709,CUST-1260,2025-11-06 23:15:00,1,29.33,29.33,2025-11,2025-06
ORD-52710,CUST-1955,2025-04-21 12:04:00,2,44.39,88.78,2025-04,2025-02
ORD-52711,CUST-1548,2025-07-14 08:25:00,4,142.92,571.68,2025-07,2025-04
ORD-52712,CUST-1879,2025-11-01 18:27:00,1,91.87,91.87,2025-11,2025-02
ORD-52713,CUST-1930,2025-01-08 20:36:00,5,29.48,147.4,2025-01,2025-01
ORD-52714,CUST-1380,2025-08-01 05:17:00,2,97.63,195.26,2025-08,2025-02
ORD-52715,CUST-1884,2025-08-07 15:03:00,5,6.16,30.8,2025-08,2025-04
ORD-52716,CUST-1362,2025-04-20 00:14:00,2,98.54,197.08,2025-04,2025-01
ORD-52717,CUST-1098,2025-02-22 01:53:00,5,34.97,174.85,2025-02,2025-02
ORD-52718,CUST-1490,2025-07-11 10:54:00,5,5.72,28.6,2025-07,2025-07
ORD-52719,CUST-1373,2025-12-06 00:19:00,2,102.43,204.86,2025-12,2025-03
ORD-52720,CUST-1849,2025-02-15 20:52:00,4,74.61,298.44,2025-02,2025-02
ORD-52721,CUST-1648,2025-05-09 22:40:00,5,52.39,261.95,2025-05,2025-01
ORD-52722,CUST-1356,2025-09-10 12:24:00,2,65.17,130.34,2025-09,2025-01
ORD-52723,CUST-1223,2025-04-26 13:14:00,3,82.7,248.1,2025-04,2025-04
ORD-52725,CUST-1046,2025-01-04 16:42:00,1,135.44,135.44,2025-01,2025-01
ORD-52726,CUST-1147,2025-04-08 19:50:00,4,149.4,597.6,2025-04,2025-04
ORD-52727,CUST-1397,2025-11-23 04:24:00,5,115.55,577.75,2025-11,2025-03
ORD-52728,CUST-1419,2025-08-03 16:17:00,5,77.47,387.35,2025-08,2025-01
ORD-52729,CUST-1654,2025-12-30 04:34:00,5,20.88,104.4,2025-12,2025-01
ORD-52730,CUST-1377,2025-01-14 20:52:00,2,122.55,245.1,2025-01,2025-01
ORD-52731,CUST-1390,2025-11-07 01:29:00,2,73.35,146.7,2025-11,2025-04
ORD-52732,CUST-1107,2025-09-22 13:32:00,1,129.04,129.04,2025-09,2025-05
ORD-52733,CUST-1236,2025-08-07 23:03:00,4,130.34,521.36,2025-08,2025-08
ORD-52734,CUST-1920,2025-02-27 05:56:00,1,141.92,141.92,2025-02,2025-02
ORD-52735,CUST-1927,2025-01-19 14:14:00,5,104.84,524.2,2025-01,2025-01
ORD-52736,CUST-1521,2025-03-17 11:38:00,5,67.43,337.15,2025-03,2025-03
ORD-52737,CUST-1159,2025-07-30 20:18:00,2,123.86,247.72,2025-07,2025-01
ORD-52738,CUST-1140,2025-10-29 13:49:00,4,15.19,60.76,2025-10,2025-01
ORD-52739,CUST-1944,2025-06-12 10:26:00,1,26.64,26.64,2025-06,2025-01
ORD-52740,CUST-1624,2025-08-19 05:22:00,3,38.35,115.05,2025-08,2025-01
ORD-52741,CUST-1755,2025-11-06 03:51:00,1,102.83,102.83,2025-11,2025-01
ORD-52743,CUST-1281,2025-10-03 12:47:00,4,90.74,362.96,2025-10,2025-01
ORD-52744,CUST-1085,2025-08-18 21:28:00,4,129.52,518.08,2025-08,2025-05
ORD-52745,CUST-1830,2025-02-05 21:22:00,3,97.0,291.0,2025-02,2025-02
ORD-52746,CUST-1661,2025-08-17 23:16:00,4,102.76,411.04,2025-08,2025-07
ORD-52747,CUST-1461,2025-08-21 15:41:00,4,53.53,214.12,2025-08,2025-01
ORD-52748,CUST-1580,2025-07-06 12:16:00,4,29.69,118.76,2025-07,2025-04
ORD-52749,CUST-1118,2025-09-07 03:31:00,2,52.09,104.18,2025-09,2025-03
ORD-52750,CUST-1659,2025-03-16 09:47:00,5,93.77,468.85,2025-03,2025-03
ORD-52751,CUST-1503,2025-06-27 08:56:00,3,94.15,282.45,2025-06,2025-04
ORD-52753,CUST-1326,2025-01-23 04:07:00,5,134.83,674.15,2025-01,2025-01
ORD-52754,CUST-1201,2025-09-28 17:07:00,1,65.98,65.98,2025-09,2025-05
ORD-52755,CUST-1433,2025-10-17 09:34:00,1,94.95,94.95,2025-10,2025-04
ORD-52756,CUST-1923,2025-07-14 13:38:00,4,53.87,215.48,2025-07,2025-01
ORD-52757,CUST-1419,2025-04-15 09:02:00,4,146.64,586.56,2025-04,2025-01
ORD-52758,CUST-1673,2025-05-02 23:47:00,5,98.58,492.9,2025-05,2025-01
ORD-52759,CUST-1170,2025-06-22 00:11:00,2,57.82,115.64,2025-06,2025-02
ORD-52760,CUST-1636,2025-05-21 13:51:00,5,129.98,649.9,2025-05,2025-01
ORD-52761,CUST-1545,2025-01-07 12:13:00,5,136.66,683.3,2025-01,2025-01
ORD-52762,CUST-1861,2025-12-10 03:07:00,2,146.6,293.2,2025-12,2025-01
ORD-52763,CUST-1760,2025-10-10 23:22:00,1,135.16,135.16,2025-10,2025-06
ORD-52764,CUST-1249,2025-01-10 16:02:00,2,135.96,271.92,2025-01,2025-01
ORD-52765,CUST-1551,2025-10-05 17:11:00,3,76.63,229.89,2025-10,2025-01
ORD-52766,CUST-1704,2025-01-27 10:28:00,5,105.03,525.15,2025-01,2025-01
ORD-52767,CUST-1489,2025-03-01 13:10:00,5,52.7,263.5,2025-03,2025-01
ORD-52768,CUST-1513,2025-07-31 01:30:00,5,74.32,371.6,2025-07,2025-03
ORD-52769,CUST-1626,2025-01-12 10:16:00,4,126.17,504.68,2025-01,2025-01
ORD-52770,CUST-1381,2025-12-22 09:24:00,5,90.93,454.65,2025-12,2025-03
ORD-52771,CUST-1365,2025-01-24 22:44:00,4,67.41,269.64,2025-01,2025-01
